temperature,humidity,hour,is_holiday,demand
8.6,73.1,1,0,5817.0
28.0,36.8,2,0,5686.0
36.6,71.9,3,0,7005.0
20.3,61.4,4,0,6051.0
28.5,71.7,5,0,6161.0
12.5,50.5,6,0,6395.0
28.7,69.7,7,0,7153.0
21.9,72.7,8,1,5818.0
18.9,54.7,9,0,8311.0
18.9,60.3,10,0,8845.0
21.9,50.3,11,0,9111.0
28.1,84.8,12,0,10091.0
14.5,58.2,13,0,10168.0
21.8,46.2,14,0,10757.0
24.7,49.3,15,0,10461.0
16.2,61.9,16,0,10206.0
39.4,71.3,17,0,11631.0
18.2,40.0,18,0,9626.0
19.6,87.7,19,0,9086.0
17.2,64.6,20,0,8875.0
39.4,67.0,21,0,9702.0
29.4,58.5,22,0,7270.0
17.5,60.3,23,0,6843.0
33.8,57.8,0,0,7206.0
26.6,75.3,1,0,5828.0
27.1,59.9,2,0,5735.0
22.2,71.5,3,0,5591.0
19.0,53.5,4,0,5809.0
27.7,62.9,5,0,6037.0
20.6,47.9,6,0,6376.0
39.5,78.2,7,0,8270.0
14.8,47.5,8,0,7803.0
37.3,55.1,9,0,9082.0
24.1,55.3,10,0,8595.0
27.4,54.7,11,0,8981.0
31.7,70.8,12,0,10326.0
20.0,55.3,13,0,10106.0
31.9,80.9,14,0,10872.0
3.3,47.7,15,0,10704.0
19.2,62.5,16,0,10540.0
17.6,48.4,17,0,10013.0
15.0,66.3,18,0,9858.0
23.3,59.8,19,0,9513.0
28.1,57.7,20,0,8854.0
30.6,77.8,21,0,8366.0
26.9,50.2,22,0,7061.0
19.7,68.8,23,0,6865.0
28.0,48.5,0,0,6437.0
26.0,61.7,1,0,5768.0
32.5,42.1,2,0,6360.0
31.2,50.1,3,0,6066.0
25.2,58.8,4,0,5959.0
17.8,87.2,5,0,6292.0
19.8,61.5,6,0,6538.0
20.6,84.8,7,0,6783.0
22.5,63.3,8,0,7608.0
27.1,54.2,9,0,8130.0
30.7,83.1,10,0,9014.0
24.6,66.6,11,0,9618.0
25.1,50.4,12,0,9549.0
26.1,67.1,13,0,10199.0
20.9,55.6,14,0,10486.0
17.6,30.2,15,0,10343.0
11.0,74.0,16,0,10430.0
19.4,76.4,17,0,10268.0
28.8,87.6,18,0,9864.0
19.4,66.3,19,0,9294.0
23.1,56.3,20,0,8642.0
28.7,72.5,21,1,6769.0
29.2,72.7,22,0,7508.0
16.4,84.6,23,0,6738.0
33.0,59.3,0,0,7054.0
34.0,57.5,1,0,7061.0
16.0,49.3,2,0,5332.0
18.4,68.1,3,0,5418.0
34.5,36.8,4,0,7116.0
23.8,71.6,5,0,5977.0
7.2,68.8,6,0,6222.0
13.8,68.8,7,0,6959.0
23.0,62.1,8,0,7222.0
15.7,83.0,9,0,7579.0
21.7,73.1,10,0,8692.0
25.3,50.9,11,0,9054.0
36.7,51.2,12,0,11022.0
22.7,46.8,13,0,10144.0
33.6,68.3,14,0,11184.0
36.4,45.0,15,0,11323.0
36.5,76.3,16,1,10095.0
27.3,79.8,17,0,10167.0
9.3,46.8,18,0,9417.0
28.7,57.2,19,0,8999.0
33.4,60.2,20,0,9215.0
24.4,73.3,21,1,6649.0
39.0,84.1,22,0,8623.0
31.9,34.7,23,0,7548.0
29.5,55.2,0,0,6613.0
33.7,56.0,1,0,6724.0
27.7,39.0,2,0,5386.0
5.1,52.7,3,0,5441.0
21.0,66.4,4,0,5838.0
34.6,55.8,5,0,7159.0
18.5,36.8,6,0,6097.0
23.2,100.0,7,0,7028.0
16.6,64.0,8,0,7516.0
39.3,61.7,9,0,9689.0
38.5,43.5,10,0,10041.0
17.9,63.9,11,0,9084.0
26.2,57.5,12,0,10062.0
19.6,31.7,13,0,10114.0
29.9,43.9,14,0,10872.0
29.1,71.9,15,0,10610.0
31.5,89.2,16,1,9252.0
27.7,65.5,17,0,10195.0
48.5,76.5,18,0,13201.0
16.8,57.7,19,0,9071.0
11.3,58.7,20,0,8804.0
21.9,76.4,21,0,8038.0
12.5,84.9,22,0,7089.0
13.1,79.5,23,0,6506.0
17.0,44.0,0,0,6213.0
17.6,59.0,1,0,5991.0
17.4,64.2,2,0,5857.0
29.1,56.1,3,0,5458.0
21.0,65.8,4,0,5812.0
23.6,72.3,5,0,5898.0
32.2,75.0,6,0,6927.0
18.9,85.3,7,0,6918.0
22.9,55.1,8,0,7728.0
27.9,39.5,9,0,8061.0
9.5,65.4,10,0,8350.0
5.9,88.3,11,0,9163.0
27.8,52.8,12,0,9867.0
28.9,70.3,13,0,10396.0
41.5,70.4,14,0,12478.0
26.3,62.9,15,0,10298.0
31.6,60.1,16,0,10578.0
23.4,46.1,17,0,10196.0
27.4,25.8,18,0,9454.0
38.3,43.3,19,0,10889.0
8.0,54.1,20,0,8760.0
28.3,76.5,21,0,7953.0
42.1,58.5,22,0,9469.0
27.3,52.2,23,0,6840.0
38.2,46.6,0,0,7711.0
20.0,69.9,1,1,4145.0
24.7,80.4,2,0,5674.0
25.3,76.0,3,0,5613.0
7.3,69.1,4,0,5954.0
15.7,37.9,5,0,5765.0
16.2,54.7,6,0,6517.0
31.6,89.2,7,0,7107.0
32.0,76.8,8,0,7706.0
27.6,36.9,9,0,7940.0
31.6,59.2,10,0,8972.0
23.7,65.4,11,0,8928.0
34.6,48.6,12,0,11078.0
25.1,25.4,13,0,9988.0
25.5,61.5,14,0,10780.0
22.9,48.2,15,0,10201.0
30.5,48.2,16,0,10348.0
21.6,54.7,17,0,10337.0
32.8,58.0,18,0,10273.0
15.9,59.9,19,0,9228.0
16.2,46.7,20,0,8350.0
30.5,56.7,21,0,8367.0
24.3,33.6,22,0,7105.0
21.4,64.7,23,0,6785.0
32.1,20.0,0,0,6826.0
20.1,55.7,1,0,5968.0
23.4,73.8,2,0,5807.0
36.2,44.1,3,0,6877.0
37.3,70.7,4,0,7169.0
37.6,77.3,5,0,7337.0
22.7,20.0,6,0,6216.0
34.8,57.7,7,0,7921.0
17.4,20.0,8,0,7357.0
17.7,58.2,9,0,7985.0
6.2,59.9,10,0,8701.0
38.4,22.8,11,0,10551.0
18.1,88.9,12,0,9983.0
24.0,64.3,13,1,8529.0
17.7,47.3,14,0,10343.0
30.6,82.0,15,0,10775.0
22.0,33.1,16,0,10449.0
14.6,41.6,17,0,10146.0
28.5,25.5,18,0,9767.0
13.5,87.0,19,0,9490.0
18.3,65.0,20,0,7980.0
8.1,69.9,21,0,8249.0
13.6,64.5,22,0,7563.0
26.4,68.6,23,0,6433.0
9.3,61.2,0,0,6489.0
13.2,64.1,1,0,6133.0
25.0,61.6,2,0,5794.0
20.7,50.9,3,0,5288.0
40.9,59.3,4,0,7759.0
39.7,64.1,5,0,7874.0
18.1,61.7,6,0,6189.0
29.5,37.8,7,0,7107.0
31.0,39.8,8,0,7757.0
20.2,76.2,9,0,8177.0
13.0,55.4,10,0,8558.0
24.9,68.8,11,0,9084.0
23.6,43.6,12,0,9689.0
21.5,37.9,13,0,9810.0
28.5,47.3,14,0,10371.0
19.0,56.7,15,0,10472.0
15.8,50.0,16,0,10492.0
25.9,79.4,17,0,10128.0
28.1,62.7,18,0,9424.0
15.6,87.7,19,0,9470.0
32.4,66.1,20,0,9572.0
10.8,23.8,21,0,8023.0
20.4,75.8,22,0,7228.0
22.9,37.4,23,0,6694.0
19.9,63.5,0,0,6262.0
20.5,48.4,1,0,5977.0
40.0,92.1,2,0,7416.0
18.2,81.6,3,0,5428.0
44.5,48.9,4,0,8366.0
28.5,58.1,5,0,6048.0
25.7,63.7,6,0,6092.0
28.8,73.0,7,0,6980.0
45.2,60.4,8,0,9997.0
17.1,44.6,9,0,7856.0
16.0,49.2,10,0,8860.0
19.0,59.9,11,0,9227.0
25.3,78.5,12,0,9654.0
11.2,66.4,13,0,10062.0
25.2,48.4,14,0,10407.0
38.5,69.7,15,0,11968.0
26.2,54.2,16,0,10302.0
22.7,73.4,17,1,8792.0
20.1,97.9,18,0,9413.0
32.2,54.6,19,0,9578.0
18.4,72.0,20,0,8777.0
39.8,48.8,21,0,10249.0
40.5,58.3,22,0,9424.0
27.1,60.4,23,0,7173.0
24.9,57.1,0,0,6216.0
33.2,96.9,1,0,6581.0
33.8,55.4,2,0,6637.0
18.6,68.8,3,0,5791.0
20.8,31.0,4,0,5419.0
14.4,66.5,5,0,5879.0
28.3,77.1,6,0,6338.0
30.3,52.1,7,1,5514.0
14.2,22.3,8,0,7266.0
21.4,59.4,9,0,8169.0
14.2,60.3,10,0,8715.0
17.8,70.9,11,0,9360.0
29.4,90.2,12,0,9976.0
19.1,54.3,13,0,9904.0
22.6,47.2,14,0,10403.0
12.0,42.5,15,0,10210.0
26.5,63.0,16,0,10256.0
24.6,67.2,17,0,9871.0
19.2,51.8,18,0,9575.0
23.5,71.7,19,0,9218.0
26.4,67.0,20,0,8530.0
18.5,60.6,21,0,7823.0
13.2,46.5,22,0,7606.0
39.4,52.8,23,0,8493.0
19.9,23.6,0,0,6197.0
24.2,63.5,1,0,5705.0
33.1,60.4,2,0,6070.0
53.2,62.8,3,0,9340.0
15.0,67.6,4,0,5406.0
28.6,65.8,5,0,6154.0
19.3,58.3,6,0,6309.0
20.7,60.7,7,0,7112.0
19.2,38.9,8,0,7423.0
16.0,51.2,9,0,7855.0
24.7,60.8,10,0,8245.0
13.2,49.0,11,0,9361.0
32.6,72.9,12,0,10123.0
25.4,50.1,13,0,9997.0
28.4,63.2,14,0,10710.0
21.3,61.7,15,0,10522.0
22.1,71.2,16,0,10396.0
27.3,73.5,17,0,10267.0
15.7,70.4,18,0,9878.0
22.1,28.4,19,0,9516.0
18.1,77.9,20,0,8501.0
17.9,82.9,21,0,7925.0
8.1,52.8,22,0,7194.0
35.7,63.5,23,0,7951.0
19.5,46.6,0,0,6276.0
34.3,30.8,1,0,6517.0
33.6,48.9,2,0,6384.0
14.7,51.9,3,0,5888.0
16.3,54.7,4,0,5731.0
45.5,45.6,5,0,8687.0
39.0,49.0,6,0,7930.0
24.7,59.8,7,0,6423.0
27.1,48.4,8,0,7353.0
20.0,68.2,9,0,8208.0
28.5,70.2,10,0,8453.0
19.3,95.7,11,0,9349.0
8.7,76.9,12,0,9357.0
14.4,63.6,13,0,10082.0
25.2,50.7,14,0,10427.0
16.0,64.4,15,0,10338.0
24.5,64.9,16,0,10813.0
16.4,52.3,17,0,9980.0
18.7,71.8,18,0,9581.0
31.8,39.0,19,0,9815.0
27.0,56.3,20,0,8470.0
24.9,68.3,21,0,7712.0
32.0,55.7,22,0,7764.0
28.8,56.9,23,0,7078.0
36.6,57.9,0,0,7528.0
21.3,47.5,1,0,6262.0
21.6,77.6,2,0,5594.0
14.6,44.7,3,1,4242.0
21.6,64.8,4,0,5784.0
32.7,66.2,5,0,6538.0
35.4,45.8,6,0,7237.0
32.7,61.1,7,0,7156.0
10.6,46.4,8,0,7489.0
33.7,80.9,9,0,9089.0
10.3,42.9,10,0,8303.0
32.2,50.2,11,0,9754.0
22.1,41.6,12,0,9564.0
30.6,39.6,13,0,10582.0
14.3,83.9,14,0,10252.0
34.4,68.1,15,0,11620.0
13.3,62.1,16,0,10241.0
19.7,50.2,17,0,9831.0
17.0,73.6,18,0,9603.0
11.0,47.6,19,0,9128.0
25.8,71.9,20,0,8726.0
39.4,46.9,21,0,9643.0
46.3,50.3,22,0,10217.0
25.8,71.4,23,0,6642.0
33.9,73.0,0,0,7134.0
26.9,69.0,1,0,5765.0
29.0,44.3,2,0,5661.0
22.3,53.3,3,0,5855.0
26.6,62.4,4,0,5539.0
29.3,47.3,5,0,6047.0
20.4,80.6,6,0,6512.0
24.4,24.0,7,0,6950.0
24.5,48.3,8,0,7707.0
31.6,52.4,9,0,8638.0
16.5,20.0,10,0,8501.0
24.6,39.1,11,0,9611.0
40.3,69.4,12,0,11658.0
34.3,60.5,13,0,10994.0
35.8,83.6,14,0,11499.0
25.2,83.2,15,0,10436.0
27.6,66.5,16,0,10271.0
33.0,64.7,17,0,10556.0
37.5,61.0,18,0,11445.0
9.4,20.2,19,0,9196.0
14.5,39.1,20,0,8658.0
35.5,61.5,21,1,8037.0
22.8,69.2,22,0,7242.0
19.6,64.3,23,0,6931.0
15.0,46.6,0,0,6144.0
20.6,74.1,1,0,5986.0
13.8,82.2,2,0,5722.0
41.7,74.1,3,0,7817.0
24.8,74.8,4,0,5923.0
24.5,51.6,5,0,5806.0
29.7,76.1,6,0,6842.0
32.7,62.2,7,0,7802.0
32.6,67.7,8,0,8014.0
33.6,65.5,9,0,8837.0
20.0,58.2,10,0,8522.0
22.6,47.1,11,0,9139.0
31.2,58.8,12,0,9929.0
20.8,74.8,13,0,10234.0
25.0,53.4,14,0,9908.0
28.2,73.4,15,0,10289.0
31.3,71.1,16,0,10801.0
10.8,55.5,17,0,10338.0
30.7,80.8,18,0,9996.0
23.1,54.7,19,0,9286.0
30.7,82.6,20,0,9004.0
31.2,66.5,21,0,8671.0
37.9,59.8,22,0,8933.0
35.8,46.7,23,0,8140.0
35.8,58.7,0,0,7359.0
36.5,56.9,1,0,7001.0
27.3,41.1,2,0,5755.0
25.3,56.7,3,0,5502.0
32.0,47.9,4,0,6285.0
30.9,68.8,5,0,6413.0
22.5,79.6,6,0,6551.0
28.2,41.6,7,0,6993.0
24.7,85.7,8,0,7243.0
18.2,58.1,9,0,7771.0
35.3,45.4,10,0,10061.0
25.4,71.4,11,1,7383.0
41.4,53.3,12,0,11615.0
12.0,58.8,13,0,10208.0
20.5,53.9,14,0,10646.0
25.3,47.7,15,0,10362.0
34.1,70.9,16,0,11239.0
28.2,55.7,17,0,9933.0
27.5,38.5,18,0,9722.0
16.0,68.3,19,0,8970.0
15.7,41.9,20,0,8471.0
27.6,42.7,21,0,8153.0
14.1,77.9,22,0,7292.0
20.7,42.1,23,0,6983.0
29.0,25.3,0,0,6423.0
17.1,69.3,1,0,5648.0
37.8,55.4,2,0,7392.0
34.8,56.7,3,0,6356.0
12.4,55.3,4,0,5561.0
17.5,63.5,5,0,5882.0
6.7,48.7,6,0,6504.0
18.7,82.1,7,0,6695.0
31.1,37.9,8,0,7663.0
21.7,66.7,9,0,8033.0
28.7,69.6,10,0,8681.0
12.8,48.6,11,0,9107.0
31.4,44.6,12,0,10248.0
20.6,75.3,13,0,9838.0
25.1,45.1,14,0,9974.0
24.3,50.9,15,0,10828.0
14.8,73.3,16,0,10339.0
15.8,60.5,17,1,8613.0
32.7,33.0,18,0,10252.0
28.2,86.2,19,0,9408.0
33.4,52.0,20,0,9325.0
27.6,54.0,21,0,7443.0
26.1,63.8,22,0,7265.0
11.2,69.4,23,0,6744.0
22.8,89.4,0,0,6269.0
24.8,35.1,1,0,5882.0
40.6,72.4,2,0,7447.0
30.5,71.1,3,0,5826.0
37.3,57.9,4,0,7015.0
29.8,71.8,5,0,5859.0
19.3,74.0,6,0,5911.0
25.9,39.3,7,0,6820.0
26.9,86.2,8,0,7402.0
17.5,36.6,9,0,8176.0
21.9,43.0,10,0,8570.0
23.4,56.1,11,0,8961.0
37.8,88.9,12,0,10786.0
8.4,55.4,13,0,9900.0
34.6,59.5,14,0,11400.0
17.5,81.5,15,0,10688.0
14.0,55.5,16,0,10329.0
34.4,42.3,17,0,10802.0
30.9,53.7,18,0,9949.0
35.0,80.6,19,0,10086.0
31.4,61.1,20,0,9051.0
41.5,89.0,21,0,10246.0
29.5,71.1,22,0,7839.0
23.7,50.3,23,0,6766.0
27.7,60.8,0,0,6340.0
34.9,47.2,1,0,6804.0
18.8,50.0,2,0,5340.0
19.8,100.0,3,0,5958.0
22.5,75.3,4,0,5217.0
8.2,72.9,5,0,5554.0
26.1,50.7,6,0,6662.0
9.9,83.5,7,0,6803.0
25.4,76.5,8,0,7154.0
31.9,88.2,9,1,7225.0
21.2,87.5,10,0,8776.0
38.4,37.8,11,0,10496.0
13.3,43.4,12,0,9590.0
34.5,44.9,13,0,11233.0
30.4,45.8,14,0,10515.0
11.3,64.9,15,0,10456.0
46.7,51.5,16,0,13406.0
24.5,91.1,17,0,9600.0
18.0,88.6,18,0,9629.0
13.7,59.9,19,0,9252.0
23.2,89.3,20,0,8263.0
24.0,82.3,21,0,7894.0
25.8,53.2,22,0,7588.0
22.6,29.9,23,0,6659.0
30.1,56.7,0,0,6316.0
21.9,50.3,1,0,6148.0
9.5,63.1,2,0,5771.0
23.8,61.3,3,0,5586.0
6.1,60.9,4,0,5662.0
27.8,67.9,5,0,6127.0
17.2,41.8,6,0,6362.0
26.3,66.2,7,0,6929.0
35.5,53.4,8,0,8367.0
17.4,63.0,9,0,7617.0
33.5,74.4,10,0,9569.0
21.5,41.6,11,0,9420.0
39.0,55.8,12,0,11306.0
22.1,58.2,13,0,10256.0
18.3,52.3,14,0,10251.0
30.5,73.5,15,0,10757.0
21.5,49.2,16,0,10669.0
18.3,51.7,17,0,10020.0
21.2,49.4,18,0,9627.0
24.6,76.4,19,0,8826.0
35.7,52.6,20,0,9920.0
9.5,66.9,21,0,7858.0
25.2,89.6,22,0,7408.0
30.0,58.9,23,0,7037.0
26.5,76.7,0,0,6214.0
35.5,85.1,1,1,5520.0
24.4,75.4,2,0,5674.0
23.5,59.7,3,0,5835.0
29.7,69.6,4,0,6247.0
25.8,40.7,5,1,4552.0
21.9,48.3,6,0,6557.0
29.1,50.9,7,0,7140.0
19.8,93.6,8,0,7478.0
20.1,47.8,9,0,8291.0
20.8,47.6,10,0,8359.0
35.8,44.3,11,0,10237.0
-0.8,68.4,12,0,9533.0
28.2,62.1,13,0,10043.0
25.3,76.3,14,0,10455.0
11.6,70.1,15,0,10177.0
27.5,39.3,16,0,10419.0
28.8,47.9,17,0,10082.0
29.7,80.5,18,0,9885.0
3.8,57.0,19,0,9240.0
35.9,77.8,20,0,10147.0
19.1,57.8,21,0,7858.0
30.5,45.5,22,0,7737.0
30.9,55.5,23,0,7024.0
18.0,45.5,0,0,6159.0
30.3,51.5,1,0,6047.0
21.9,63.0,2,0,5731.0
8.4,67.7,3,0,5685.0
34.3,36.1,4,0,6770.0
18.8,59.7,5,1,4271.0
18.2,51.2,6,0,6405.0
21.8,50.3,7,0,6823.0
27.2,62.0,8,0,7367.0
24.5,51.7,9,0,7752.0
29.4,80.7,10,0,8859.0
14.3,77.8,11,0,9237.0
19.1,77.7,12,0,9717.0
24.1,52.6,13,0,10158.0
40.2,45.6,14,0,12285.0
24.1,61.2,15,0,10180.0
33.7,57.7,16,0,11127.0
25.3,50.9,17,0,10182.0
21.1,42.4,18,0,9643.0
23.0,59.4,19,0,9392.0
23.7,53.9,20,0,8639.0
29.8,70.3,21,0,7883.0
36.0,70.0,22,0,8746.0
27.9,76.5,23,0,6777.0
34.5,41.1,0,0,6923.0
17.3,66.0,1,0,5871.0
21.7,49.1,2,0,5428.0
19.2,41.7,3,0,5751.0
27.5,53.6,4,0,5675.0
22.1,76.0,5,0,5737.0
30.8,54.4,6,0,6891.0
17.6,83.5,7,0,6892.0
25.3,68.2,8,0,7332.0
30.5,54.1,9,0,8125.0
8.5,77.4,10,0,8453.0
42.0,66.7,11,0,11124.0
22.7,46.0,12,0,9846.0
8.8,87.9,13,0,9742.0
26.3,63.9,14,0,10309.0
25.3,60.3,15,0,10350.0
24.3,47.2,16,0,10525.0
32.9,77.7,17,0,10864.0
31.0,67.8,18,0,10251.0
27.4,69.4,19,0,9095.0
28.6,52.4,20,0,8465.0
24.2,72.5,21,0,7935.0
39.2,73.7,22,0,9215.0
13.2,50.0,23,0,6955.0
26.1,38.7,0,0,6217.0
25.5,68.7,1,0,5749.0
31.5,36.4,2,0,5996.0
18.2,62.3,3,0,5573.0
11.1,53.3,4,0,5709.0
26.3,78.3,5,0,6216.0
27.2,54.1,6,0,6328.0
36.9,76.6,7,0,8260.0
14.8,52.3,8,0,7223.0
34.2,75.0,9,0,8944.0
43.9,90.9,10,0,11040.0
22.0,44.0,11,0,9172.0
14.7,64.4,12,0,9693.0
21.7,100.0,13,0,10104.0
25.1,61.0,14,0,10414.0
29.5,60.9,15,0,10860.0
20.3,71.8,16,0,9865.0
37.4,60.6,17,0,11717.0
16.1,34.4,18,0,9355.0
11.1,77.0,19,0,9262.0
33.9,30.0,20,0,9970.0
6.8,53.7,21,0,7991.0
23.4,78.1,22,0,7415.0
49.9,54.7,23,0,10029.0
24.9,49.6,0,0,6436.0
16.0,73.2,1,0,5994.0
24.5,47.2,2,0,5547.0
24.6,41.7,3,0,5577.0
26.3,64.1,4,0,5458.0
30.3,57.3,5,0,6242.0
16.7,41.3,6,0,6219.0
38.5,69.6,7,0,8402.0
27.0,67.0,8,0,7237.0
30.8,54.6,9,0,8379.0
20.0,55.6,10,1,7123.0
35.3,67.1,11,0,10309.0
22.9,77.9,12,0,9752.0
27.2,55.8,13,0,10044.0
17.5,69.8,14,0,10161.0
17.0,68.5,15,0,10416.0
30.5,73.2,16,0,10658.0
21.5,60.6,17,0,10283.0
18.2,46.3,18,0,9927.0
19.9,53.1,19,0,8926.0
30.6,65.1,20,0,9133.0
20.0,87.3,21,0,8164.0
24.1,52.7,22,0,7110.0
25.1,72.1,23,0,6916.0
9.7,55.1,0,0,6482.0
13.2,61.7,1,0,5732.0
27.7,82.7,2,0,5635.0
19.1,71.5,3,0,5637.0
33.5,41.4,4,1,5114.0
32.7,51.4,5,0,6434.0
30.8,78.8,6,0,6947.0
39.6,62.1,7,0,8128.0
24.3,42.8,8,0,7644.0
30.2,47.7,9,0,8439.0
20.3,70.6,10,0,8497.0
44.6,74.9,11,0,11866.0
40.9,60.3,12,0,11418.0
25.1,97.1,13,0,10101.0
28.1,72.4,14,0,10380.0
35.9,56.3,15,0,11628.0
23.8,47.8,16,0,10150.0
19.7,45.4,17,0,9979.0
32.0,65.0,18,0,10321.0
25.6,52.7,19,0,9055.0
26.5,85.1,20,0,8675.0
18.3,82.0,21,0,7877.0
11.3,69.5,22,0,7579.0
26.9,42.3,23,0,7113.0
32.2,49.9,0,0,6879.0
23.2,78.8,1,0,6106.0
36.5,51.6,2,0,6913.0
19.4,76.8,3,0,5413.0
16.6,67.1,4,0,5597.0
24.5,60.8,5,0,5939.0
24.3,49.5,6,0,5946.0
31.2,58.6,7,1,5899.0
18.8,62.8,8,0,7396.0
35.9,75.5,9,0,9392.0
40.7,46.7,10,0,10653.0
24.7,56.1,11,0,9224.0
35.0,60.7,12,0,10676.0
16.5,69.9,13,0,10383.0
33.6,46.4,14,0,11592.0
33.4,40.3,15,0,11139.0
31.9,70.1,16,0,11113.0
24.9,37.2,17,0,9937.0
1.4,79.3,18,0,9580.0
19.9,57.7,19,0,9123.0
20.0,36.8,20,0,8758.0
17.2,52.8,21,0,7785.0
26.0,65.7,22,0,7689.0
21.6,52.0,23,0,6988.0
18.4,60.3,0,0,6435.0
16.5,71.1,1,1,4363.0
19.3,57.0,2,0,5848.0
34.0,45.9,3,0,5912.0
19.7,55.5,4,0,5770.0
20.9,81.2,5,0,5954.0
21.3,85.3,6,0,5926.0
27.7,29.7,7,0,6881.0
28.6,76.4,8,0,7595.0
0.6,63.8,9,0,7629.0
33.2,73.9,10,1,7660.0
36.5,51.7,11,0,10887.0
16.6,33.5,12,0,9660.0
17.2,68.8,13,0,10274.0
21.4,45.9,14,0,10544.0
19.0,39.2,15,0,10479.0
26.8,40.2,16,0,10522.0
9.4,69.0,17,0,9656.0
16.1,62.1,18,0,9651.0
37.3,71.7,19,1,8481.0
17.6,70.0,20,0,8272.0
34.9,53.7,21,0,8933.0
27.8,58.9,22,0,7246.0
10.5,52.3,23,0,6808.0
30.1,56.8,0,1,5111.0
24.1,45.5,1,0,5948.0
21.4,65.9,2,0,5717.0
27.0,76.1,3,0,5667.0
28.8,47.8,4,0,5610.0
30.7,79.2,5,0,6176.0
34.4,61.7,6,0,7259.0
28.3,63.6,7,0,6835.0
14.0,34.5,8,0,7162.0
21.2,32.9,9,0,8216.0
48.5,62.2,10,0,11848.0
30.8,71.8,11,0,9447.0
44.0,49.9,12,0,12049.0
36.2,85.1,13,0,11705.0
26.9,71.0,14,0,10350.0
27.4,46.4,15,0,10479.0
24.7,60.5,16,0,10196.0
11.1,97.2,17,0,10016.0
25.1,41.4,18,0,9999.0
34.7,67.9,19,0,10225.0
20.2,55.2,20,0,8607.0
28.3,70.6,21,0,8046.0
31.8,79.0,22,0,8460.0
17.7,54.2,23,0,6808.0
21.4,76.8,0,0,6137.0
16.9,93.3,1,0,5790.0
18.4,61.0,2,0,5838.0
14.7,71.8,3,0,5314.0
17.8,51.1,4,0,5772.0
36.4,60.3,5,0,7030.0
17.7,57.3,6,0,5931.0
26.0,72.0,7,0,6604.0
21.0,78.1,8,0,7384.0
34.4,58.4,9,0,9244.0
35.5,83.0,10,0,9927.0
31.9,83.0,11,0,9728.0
27.4,72.7,12,0,9891.0
23.2,52.3,13,0,10007.0
15.5,50.8,14,0,10025.0
40.5,47.8,15,0,12286.0
18.9,74.2,16,0,10017.0
30.3,41.8,17,1,9083.0
33.5,70.2,18,0,10680.0
20.6,43.8,19,0,9024.0
33.3,72.4,20,0,9446.0
31.1,60.3,21,0,8494.0
38.8,80.0,22,0,9177.0
21.2,77.1,23,0,6551.0
14.7,81.5,0,0,6423.0
21.0,81.9,1,0,5658.0
26.7,62.2,2,0,5837.0
25.5,42.6,3,0,5813.0
21.9,44.2,4,0,5548.0
9.7,28.7,5,0,6165.0
28.8,43.7,6,0,6103.0
40.8,61.0,7,0,8937.0
28.7,51.6,8,0,7774.0
29.9,57.3,9,0,8350.0
29.6,67.4,10,0,8819.0
28.2,55.4,11,0,9289.0
32.5,43.2,12,0,10244.0
28.2,59.2,13,0,10628.0
22.5,46.5,14,0,10201.0
18.6,55.9,15,0,10663.0
23.0,80.1,16,0,10170.0
27.5,55.9,17,0,10398.0
22.5,86.6,18,0,10100.0
27.5,81.5,19,0,9277.0
28.5,51.3,20,0,8755.0
31.7,43.3,21,0,8358.0
35.3,59.2,22,0,8253.0
25.6,77.3,23,0,6860.0
14.5,52.6,0,0,6595.0
22.2,73.6,1,1,4312.0
25.4,78.1,2,0,6123.0
10.3,48.4,3,0,5478.0
36.1,49.9,4,0,6944.0
26.1,70.7,5,0,5968.0
28.1,62.3,6,0,6290.0
35.9,49.7,7,0,7580.0
20.0,54.7,8,0,7255.0
29.6,58.9,9,0,8279.0
24.1,36.5,10,0,8602.0
23.5,71.5,11,0,9327.0
18.8,52.8,12,0,9848.0
38.3,20.0,13,0,11579.0
22.0,59.6,14,0,10126.0
30.6,48.9,15,0,11099.0
10.0,85.3,16,0,10047.0
34.4,51.2,17,0,10925.0
33.4,43.5,18,0,10340.0
25.8,67.6,19,0,9349.0
23.2,50.1,20,0,8885.0
28.2,48.3,21,0,7995.0
43.3,67.6,22,0,9721.0
10.9,44.4,23,0,6886.0
31.3,38.1,0,0,7152.0
17.7,85.9,1,0,5567.0
24.8,68.7,2,0,5831.0
23.0,56.0,3,0,5675.0
21.6,59.9,4,0,5608.0
24.9,67.6,5,0,5987.0
15.9,74.6,6,0,6451.0
33.2,48.7,7,0,7702.0
10.6,65.5,8,0,7811.0
29.3,52.4,9,0,8223.0
22.4,57.2,10,0,8627.0
15.6,62.4,11,0,9164.0
26.6,59.9,12,0,9808.0
12.5,71.0,13,0,10072.0
25.3,67.3,14,0,10321.0
13.6,37.4,15,0,10404.0
28.7,39.6,16,0,10395.0
17.6,54.5,17,0,9957.0
21.4,87.4,18,1,8281.0
27.4,47.2,19,0,9143.0
18.8,56.9,20,0,8744.0
24.5,52.0,21,0,8022.0
12.9,51.7,22,0,7302.0
30.0,62.7,23,0,7420.0
39.1,81.0,0,0,7950.0
47.3,66.8,1,0,8947.0
25.7,47.9,2,0,5542.0
31.3,100.0,3,0,5691.0
10.8,61.2,4,0,5568.0
37.0,51.3,5,0,6847.0
31.2,81.2,6,0,6737.0
